iter	Passed	Remaining
689	1143	513
690	1144	511
691	1146	510
692	1147	508
693	1148	506
694	1149	504
695	1151	502
696	1152	500
697	1153	499
698	1154	497
699	1156	495
700	1157	493
701	1158	491
702	1159	489
703	1160	488
704	1162	486
705	1163	484
706	1164	482
707	1165	480
708	1166	478
709	1168	477
710	1169	475
711	1170	473
712	1171	471
713	1172	469
714	1173	467
715	1175	466
716	1176	464
717	1177	462
718	1179	460
719	1180	458
720	1181	457
721	1183	455
722	1184	453
723	1185	451
724	1186	450
725	1187	448
726	1189	446
727	1190	444
728	1191	443
729	1193	441
730	1194	439
731	1195	437
732	1196	435
733	1198	434
734	1199	432
735	1200	430
736	1201	428
737	1202	426
738	1203	425
739	1204	423
740	1206	421
741	1207	420
742	1209	418
743	1210	416
744	1211	414
745	1213	413
746	1214	411
747	1215	409
748	1216	407
749	1217	405
750	1219	404
751	1220	402
752	1221	400
753	1223	399
754	1224	397
755	1225	395
756	1226	393
757	1227	392
758	1229	390
759	1230	388
760	1231	386
761	1232	385
762	1233	383
763	1235	381
764	1236	379
765	1237	378
766	1238	376
767	1240	374
768	1241	372
769	1242	371
770	1243	369
771	1244	367
772	1246	365
773	1247	364
774	1248	362
775	1249	360
776	1250	359
777	1252	357
778	1253	355
779	1254	353
780	1255	352
781	1256	350
782	1257	348
783	1258	346
784	1259	345
785	1260	343
786	1261	341
787	1263	339
788	1264	338
789	1265	336
790	1267	334
791	1268	333
792	1269	331
793	1270	329
794	1271	327
795	1272	326
796	1273	324
797	1274	322
798	1275	320
799	1276	319
800	1277	317
801	1279	315
802	1281	314
803	1282	312
804	1283	310
805	1284	309
806	1285	307
807	1286	305
808	1287	304
809	1288	302
810	1290	300
811	1291	298
812	1292	297
813	1293	295
814	1295	293
815	1296	292
816	1297	290
817	1298	288
818	1299	287
819	1300	285
820	1301	283
821	1302	282
822	1303	280
823	1304	278
824	1305	276
825	1307	275
826	1308	273
827	1310	272
828	1311	270
829	1312	268
830	1313	267
831	1314	265
832	1315	263
833	1316	262
834	1317	260
835	1318	258
836	1319	257
837	1320	255
838	1322	253
839	1323	252
840	1324	250
841	1325	248
842	1327	247
843	1328	245
844	1329	243
845	1330	242
846	1331	240
847	1332	238
848	1333	237
849	1334	235
850	1335	233
851	1337	232
852	1338	230
853	1339	229
854	1340	227
855	1341	225
856	1343	224
857	1344	222
858	1345	220
859	1346	219
860	1347	217
861	1348	215
862	1349	214
863	1351	212
864	1352	211
865	1353	209
866	1354	207
867	1355	206
868	1356	204
869	1357	202
870	1359	201
871	1360	199
872	1361	198
873	1362	196
874	1363	194
875	1364	193
876	1365	191
877	1367	189
878	1368	188
879	1369	186
880	1370	185
881	1371	183
882	1372	181
883	1373	180
884	1374	178
885	1375	177
886	1376	175
887	1377	173
888	1378	172
889	1380	170
890	1381	168
891	1382	167
892	1383	165
893	1384	164
894	1385	162
895	1386	160
896	1387	159
897	1389	157
898	1390	156
899	1391	154
900	1392	152
901	1393	151
902	1394	149
903	1395	148
904	1396	146
905	1397	145
906	1398	143
907	1400	141
908	1401	140
909	1402	138
910	1403	137
911	1404	135
912	1406	133
913	1407	132
914	1408	130
915	1410	129
916	1411	127
917	1412	126
918	1413	124
919	1414	123
920	1415	121
921	1416	119
922	1418	118
923	1419	116
924	1420	115
925	1421	113
926	1422	112
927	1423	110
928	1424	108
929	1425	107
930	1426	105
931	1427	104
932	1428	102
933	1430	101
934	1430	99
935	1432	97
936	1433	96
937	1434	94
938	1435	93
939	1436	91
940	1437	90
941	1438	88
942	1439	87
943	1440	85
944	1441	83
945	1442	82
946	1443	80
947	1445	79
948	1446	77
949	1447	76
950	1448	74
951	1449	73
952	1450	71
953	1451	70
954	1452	68
955	1454	66
956	1455	65
957	1456	63
958	1457	62
959	1458	60
960	1459	59
961	1460	57
962	1461	56
963	1462	54
964	1463	53
965	1464	51
966	1465	50
967	1466	48
968	1468	46
969	1469	45
970	1470	43
971	1471	42
972	1472	40
973	1473	39
974	1474	37
975	1475	36
976	1477	34
977	1478	33
978	1479	31
979	1480	30
980	1481	28
981	1482	27
982	1483	25
983	1485	24
984	1486	22
985	1487	21
986	1488	19
987	1489	18
988	1490	16
989	1491	15
990	1493	13
991	1494	12
992	1495	10
993	1496	9
994	1497	7
995	1498	6
996	1499	4
997	1501	3
998	1502	1
999	1503	0
